X,Y,OBJECTID,STATUS,ASSET_ID,ASSET_NAME,ASSET_ADDR,SITE_NAME,SITE_CODE,SHAREBLDG_ASSETID,SHAREBLDG_NOTE,ASSET_GROUP1,ASSET_GROUP2,ASSET_TYPE,ASSET_SUBTYPE1,ASSET_SUBTYPE2,ASSET_SUBT1_DESC,CITYOWNED,CITYUSE_DESC,OCCUPANT,MAINTAINEDBY,OPA_ID,OPA_OWNER,BLDG_SQFT,BLDG_SQFTUSE,BLDG_FL,BLDG_YR,SITE_ACRES,SERVING_TYPE,PCPC_DIST,COUNCIL_DIST,BLDG_AGE,URL,SITE_CODE2
-75.052926848808085,40.039422486881577,2357,A,2954,Mayfair Playground Play Equipment,2901 PRINCETON AVE,Mayfair Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,786438600,SCHOOL DISTRICT OF PHILA,,,,,,C,North Delaware,6,,,
-75.119389744875789,39.99496398466875,2358,A,2956,McPherson Square Playground Equipment,601 E INDIANA AVE,McPherson Square,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,786225300,CITY OF PHILA,,,,,,C,North,7,,,
-75.155516636983123,40.020244241144965,2359,A,2955,Nicetown Park Playground Equipment,4301 GERMANTOWN AVE,Nicetown Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,132257005,REDEVELOPMENT AUTHORITY,,,,,,C,North,8,,,
-75.15189271701702,39.979184663920236,2360,A,1993,11th & Columbia Playground Baseball Fields,1001-33 CECIL B MOORE AVE,11th & Columbia Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,781048700,CITY OF PHILA,,,,,,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=864,
-75.179174515542925,39.977891766548446,2361,A,2032,Athletic Recreation Center Athletic Field,1401-55 N 27TH ST,Athletic Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Athletic Field\Soccer Field,,Athletic Field,Y,Owned,Public use,PPR,782820300,CITY OF PHILA,,,,,,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=707,
-75.179168056671998,39.978267091277743,2362,A,3042,Athletic Recreation Center Baseball Fields,1401-55 N 27TH ST,Athletic Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,782820300,CITY OF PHILA,,,,,,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=707,
-75.139846872256314,39.985573785923371,2363,A,3019,Cassiano Playground Ballfields,400 W DAUPHIN ST,Cassiano Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,,,,,,,1.869053,C,Lower North,7,,,
-75.167083713731486,39.993714269199657,2364,A,1825,"Moore, Cecil B. Recreation Center",2020-50 W LEHIGH AVE,Cecil B Moore Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,785314600,CITY OF PHILA,,,,,9.137129,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=796,
-75.165946976434839,39.994234074056983,2365,A,2088,"Moore, Cecil B. Recreation Center Athletic Field",2020-50 W LEHIGH AVE,Cecil B Moore Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Athletic Field\Soccer Field,,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,785314600,CITY OF PHILA,,,,,,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=796,
-75.142214662672501,39.971664915581762,2366,A,3039,Hart Playground Spray Ground,1315-21 N 4TH ST,Hart Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Spray Ground,,Spray Ground,Y,Owned,Public use,PPR,781464200,CITY OF PHILA,,,,,,C,Lower North,5,,,
-75.18021939590254,39.998982011473835,2367,A,2000,29th & Chalmers Park Athletic Field,3001 W LEHIGH AVE,29th & Chalmers Park,,,,Parks and Recreation All,Recreational Resources,Land,Athletic Field\Soccer Field,,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,784223400,CITY OF PHILA,,,,,,C,North,4,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=833,
-75.230838651184641,40.067862015454978,2368,A,2837,Courtesy Stables Springhouse,8601 WISSAHICKON AVE,Wissahickon Valley Park,,,,Parks and Recreation All,,Building,Barn\Stables,,Barn\Stables,Y,Owned,PPR,PPR,784484750,FAIRMOUNT PARK COMM,,,,,,C,Lower Northwest,4,,,
-74.990963362405594,40.053756772461433,2369,A,2840,Eden Hall Ice House,4800 GRANT AVE,Fluehr Park,,,,Parks and Recreation All,,Building,Historic House\Site,,Historic House\Site,Y,Owned,Public use,PPR,786166100,CITY OF PHILA,,,,1975,,C,North Delaware,6,41,,
-75.177304057070586,39.900116916928788,2370,A,2842,FDR Pool Concession Building,3500 S BROAD ST,FDR Park & Golf Course,,,,Parks and Recreation All,,Building,Concessions\Retail\Cafe,,Concessions\Retail\Cafe,Y,Owned,PPR,PPR,782027800,CITY OF PHILA,,,1,,,C,Lower South,2,,,
-75.178165416420782,39.900115960706614,2371,A,2843,FDR Pool Locker Room,3500 S BROAD ST,FDR Park & Golf Course,,,,Parks and Recreation All,,Building,Historic House\Site,,Historic House\Site,Y,Owned,Public use,PPR,782027800,CITY OF PHILA,,,1,,,C,Lower South,2,,,
-75.163702345932776,39.926332859463201,2372,A,2703,Tolentine Community Park Playground Equipment,1025-33 MIFFLIN ST,Tolentine Community Park & Rec Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,781283350,CITY OF PHILA,,,,,,C,South,1,,,
-75.020307962614837,40.038447538641783,2373,A,2704,Torresdale & Enfield Basketball Court,ENFIELD AVE AND TORRESDALE AVE,Tacony Creek Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,,,,,,,,C,North Delaware,6,,,
-74.999314439008089,40.058623133961106,2374,A,2705,Torresdale Playground Athletic Field 1,9550 FRANKFORD AVE,Torresdale Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,786153150,CITY OF PHILA,,,,,,C,Lower Far Northeast,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=841,
-75.240548916182746,39.971039865094895,2375,A,117,Fire Engine 41/Ladder 24,1201 N 61ST ST,Police 19th District & Fire Engine 41 / Ladder 24 & Fuel Site 09,13041E,116,Police 19th District,Public Safety All,Fire Dept,Building,Fire Station,,Fire Station,Y,Owned,FIRE,DPP,783778300,CITY OF PHILA,5207,100,,1970,0.529270,C,West,4,46,,
-75.240049374246723,40.056315328167976,2376,A,2792,Roxborough Reservoir,601 PORT ROYAL AVE,Roxborough Reservoir,,,,Parks and Recreation All,,Land,Watershed\Conservation Park,,Watershed\Conservation Park,Y,Owned,Public use,PPR,884461875,CITY OF PHILADELPHIA,,,,,37.285038,C,Lower Northwest,4,,,
-75.249712299142914,40.0433016795443,2377,A,2793,Manayunk Canal,7600 NIXON ST,Manayunk Canal,17430E,,,Parks and Recreation All,Park Land and Open Space,Land,Linear Park\Parkway,,Linear Park\Parkway,Y,Owned,PPR,PPR,884461865,CITY OF PHILADELPHIA,,,,,33.738972,C,Lower Northwest,4,,,
-75.18036468362763,39.96287833765264,2378,A,2794,Schuykill River Park,302 N 24TH ST,Schuylkill River Park,,,,Parks and Recreation All,Park Land and Open Space,Land,Linear Park\Parkway,,Linear Park\Parkway,Y,Owned,Public use,PPR,782801500,CITY OF PHILA,,,,,26.504232,C,Central,5,,,
-74.994210014093369,40.128692683805951,2379,A,2795,Poquessing Creek Park (1),1217 STEVENS RD,Poquessing Creek Park,,,,Parks and Recreation All,,Land,Watershed\Conservation Park,,Watershed\Conservation Park,Y,Owned,Public use,PPR,,CITY OF PHILA,,,,,23.591812,C,Upper Far Northeast,10,,,
-75.187145434737516,40.008620453722756,2380,A,2488,Mcdevitt Recreation Center Street Hockey Court,3500 CRAWFORD ST,Mcdevitt Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Street Hockey Court\Rink,,Street Hockey Court\Rink,Y,Owned,Public use,PPR,785128110,CITY OF PHILA,,,,,,C,North,4,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=790,
-75.156281066464629,39.919340891272483,2381,A,2496,Mifflin Square Playground Equipment,500 WOLF ST,Mifflin Square,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,781432300,CITY OF PHILA,,,,,,C,South,1,,,
-75.156057257183917,39.919526544273637,2382,A,2497,Mifflin Square Basketball Court,500 WOLF ST,Mifflin Square,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,781432300,CITY OF PHILA,,,,,,C,South,1,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=801,
-75.19593593496721,39.967836420468103,2383,A,2498,Miles Mack Playground Athletic Field,732-66 N 36TH ST,Miles Mack Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,783639200,CITY OF PHILA,,,,,,C,West,3,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=787,
-75.196065054672701,39.967389330029775,2384,A,2499,Miles Mack Playground Basketball Court,732-66 N 36TH ST,Miles Mack Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,783639200,CITY OF PHILA,,,,,,C,West,3,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=787,
-75.196063360880487,39.96722837796397,2385,A,2500,Miles Mack Playground Play Equipment,732-66 N 36TH ST,Miles Mack Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,783639200,CITY OF PHILA,,,,,,C,West,3,,,
-75.216126493715961,39.965651207204914,2386,A,2501,Mill Creek Playground Athletic Field,743-81 N 48TH ST,Mill Creek Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,783708000,CITY OF PHILA,,,,,,C,West,3,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=793,
-75.216241666722951,39.966118646231891,2387,A,2502,Mill Creek Playground Basketball Court,743-81 N 48TH ST,Mill Creek Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,783708000,CITY OF PHILA,,,,,,C,West,3,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=793,
-75.21591279809941,39.966130896414938,2388,A,2503,Mill Creek Playground Play Equipment,743-81 N 48TH ST,Mill Creek Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,783708000,CITY OF PHILA,,,,,,C,West,3,,,
-75.215581434539587,39.965778388830735,2389,A,2504,Mill Creek Playground Pool,743-81 N 48TH ST,Mill Creek Playground,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,783708000,CITY OF PHILA,,,,,,C,West,3,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=793,
-74.990694611716222,40.067591773398576,2390,A,2505,Mitchell Playground Athletic Field,3694 CHESTERFIELD RD,Mitchell Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,786070000,CITY OF PHILA,,,,,,C,Lower Far Northeast,10,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=794,
-74.991421902968312,40.068306577876641,2391,A,2506,Mitchell Playground Pool,3694 CHESTERFIELD RD,Mitchell Playground,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,786070000,CITY OF PHILA,,,,,,C,Lower Far Northeast,10,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=794,
-74.991943098770108,40.068557496568076,2392,A,2507,Mitchell Playground Tennis Court,3694 CHESTERFIELD RD,Mitchell Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Tennis Court,,Tennis Court,Y,Owned,Public use,PPR,786070000,CITY OF PHILA,,,,,,C,Lower Far Northeast,10,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=794,
-74.991728998130782,40.068099383718575,2393,A,2509,Mitchell Playground Play Equipment,3694 CHESTERFIELD RD,Mitchell Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,786070000,CITY OF PHILA,,,,,,C,Lower Far Northeast,10,,,
-75.100837993308474,39.982717264505929,2394,A,2510,Monkiewicz Playground Tennis Court 1,3201 RICHMOND ST,Monkiewicz Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Tennis Court,,Tennis Court,Y,Owned,Public use,PPR,786455900,CITY OF PHILA,,,,,,C,River Wards,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=795,
-75.179982989861458,40.000229151420207,2395,A,3040,29th & Chalmers Park Baseball Field,3001 W LEHIGH AVE,29th & Chalmers Park,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,784223400,CITY OF PHILA,,,,,,C,North,4,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=833,
-75.151728985070363,39.978611724434337,2396,A,3041,11th & Columbia Playground Athletic Field,1001-33 CECIL B MOORE AVE,11th & Columbia Playground,,,,Parks and Recreation All,Recreational Resources,Land,Athletic Field\Soccer Field,,Athletic Field,Y,Owned,Public use,PPR,781048700,CITY OF PHILA,,,,,,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=864,
-75.151371667710208,39.978804943201808,2397,A,1135,11th & Columbia Playground,1001-33 CECIL B MOORE AVE,11th & Columbia Playground,16008E,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,,Recreation Center,Y,Owned,Public use,PPR,781048700,CITY OF PHILA,1545,,,1965,5.198979,C,Lower North,5,51,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=864,
-75.218978667873415,40.025783879934345,2398,A,602,Manayunk Park,4200 BOONE ST,Manayunk Park,16130E,,,Parks and Recreation All,Park Land and Open Space,Land,Regional\Metro Park,,Regional\Metro Park,Y,Owned,Public use,PPR,784039800,CITY OF PHILA,,,,1900,1.736830,C,Lower Northwest,4,116,,
-75.221104378916294,40.025681810920844,2399,A,749,Pretzel Park,4300 SILVERWOOD ST,Pretzel Park,16403E,,,Parks and Recreation All,Park Land and Open Space,Land,Neighborhood Park,,Neighborhood Park,Y,Owned,Public use,PPR,784406600,CITY OF PHILA,,,,,2.024724,C,Lower Northwest,4,,,
-75.221381495103614,40.025946616288095,2400,A,2994,Pretzel Park Dog Run,4300 SILVERWOOD ST,Pretzel Park,,,,Parks and Recreation All,Recreational Resources,Land,Dog Run,,Dog Run,Y,Owned,Public use,PPR,784406600,CITY OF PHILA,,,,,,C,Lower Northwest,4,,,
-75.220784662400021,40.02547213929342,2401,A,2440,Pretzel Park Playground Equipment,4300 SILVERWOOD ST,Pretzel Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,784406600,CITY OF PHILA,,,,,,C,Lower Northwest,4,,,
-75.143069001108628,39.960421561211973,2402,A,274,Fire Administration Building,236-48 SPRING GARDEN ST,Fire Administration Building & Fuel Site 039,13100E,,,Public Safety All,Fire Dept,Building,Multi-Use\Office Building,,Multi-Use\Office Building,Y,Owned,FIRE,DPP,781398000,CITY OF PHILA,,,,,,M,Central,1,,,
-75.201922431007858,40.017303813736845,2403,I,1054,Wissahickon Hall,LINCOLN DR & GYPSY LN,Wissahickon Hall,11092E,,,Other,,Building,Historic House\Site,,Historic House\Site,Y,Owned,Vacant,DPP,,,3150,,,,14,M,Lower Northwest,4,,,
-75.240341094224519,40.059184537911229,2404,A,1152,Pearlman Sports Center Baseball Fields,600 PORT ROYAL AVE,Pearlman Sports Center,16487E,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,,884461870,CITY OF PHILADELPHIA,,,,,31.414532,C,Lower Northwest,4,,,
-75.240843873073004,40.059487496324472,2405,A,1806,Al Pearlman Sports Center Building,600 PORT ROYAL AVE,Al Pearlman Sports Center,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Building,Non-Programmed Recreation,Recreation Building,Y,Owned,Public use,Other,884461870,CITY OF PHILADELPHIA,,,,,6.685813,C,Lower Northwest,4,,,
-75.203483773922727,40.036164265957112,2406,A,1075,Monastery Mansion,WISSAHICKON CREEK AND KITCHENS LN,Wissahickon Valley Park,17030E,,,Parks and Recreation All,,Building,Historic House\Site,,Historic House\Site,Y,Owned,PPR,PPR,,,,,,,,C,Upper Northwest,4,,,
-75.224698437295515,40.071526509060668,2407,A,1312,Thomas Mill Road Comfort Station,8950 THOMAS MILL RD,Wissahickon Valley Park,17290E,,,Parks and Recreation All,,Building,Restrooms,,Restrooms,Y,Owned,Public use,PPR,,,,,,,,C,Upper Northwest,8,,,
-75.225315810251587,40.079471020177003,2408,A,1313,Bells Mill Comfort Station,230 BELLS MILL RD,Wissahickon Valley Park,17284E,,,Parks and Recreation All,,Building,Restrooms,,Restrooms,Y,Owned,Public use,PPR,,,,,,,,C,Upper Northwest,8,,,
-75.209164825686557,40.040659095397949,2409,A,1357,Wissahickon Valley Park,,Wissahickon Valley Park,17428E,,,Parks and Recreation All,,Land,Watershed\Conservation Park,,Watershed\Conservation Park,Y,Owned,Public use,PPR,,,,,,,2042.055054,C,Upper Northwest,4,,,
-75.195237464606009,40.031242638091896,2410,A,1538,Blue Bell Picnic Pavilion And Restrooms,694 WALNUT LA,Wissahickon Valley Park,,,,Parks and Recreation All,,Building,Restrooms,,Restrooms,Y,Owned,,PPR,,,,,,,,C,Upper Northwest,4,,,
-75.052167954550384,40.090590388217606,2411,A,2796,Fairmount Drainage Right of Way 2,8725 VERREE RD,Fairmount Drainage Right Of Way,,,,Parks and Recreation All,,Land,Watershed\Conservation Park,,Watershed\Conservation Park,Y,Owned,Public use,PPR,786546800,SCHOOL DISTRICT OF PHILA,,,,,22.823940,C,Upper Far Northeast,10,,,
-74.981142648864463,40.060682317265439,2412,A,2797,Poquessing Creek Park (8),9900-99 HEGERMAN ST,Poquessing Creek Park,,,,Parks and Recreation All,,Land,Watershed\Conservation Park,,Watershed\Conservation Park,Y,Owned,Public use,PPR,,CITY OF PHILA,,,,,16.436380,C,North Delaware,6,,,
-74.990646731641391,40.085435027127538,2413,A,2790,Walton Run,11000 ACADEMY RD,Walton Run,,,,Parks and Recreation All,,Land,Watershed\Conservation Park,,Watershed\Conservation Park,Y,Owned,Public use,PPR,,,,,,,90.014511,C,Lower Far Northeast,10,,,
-75.258389913853506,39.977402814240023,2414,A,1283,Morris Park,68TH ST AND LANSDOWNE AVE,Cobbs Creek Park & Rec Center,,,,Parks and Recreation All,Park Land and Open Space,Land,Neighborhood Park,,Neighborhood Park,Y,Owned,Public use,PPR,,,,,,,,C,West Park,4,,,
-75.051269954847143,40.091886999831914,2415,A,2808,Baldi School Playground,8725 VERREE RD,Baldi School Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,786546800,SCHOOL DISTRICT OF PHILA,,,,,4.623612,C,Upper Far Northeast,10,,,
-75.050774965793551,40.092137619634599,2416,A,2809,Baldi School Playground Athletic Field,8725 VERREE RD,Baldi School Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,786546800,SCHOOL DISTRICT OF PHILA,,,,,,C,Upper Far Northeast,10,,,
