X,Y,OBJECTID,STATUS,ASSET_ID,ASSET_NAME,ASSET_ADDR,SITE_NAME,SITE_CODE,SHAREBLDG_ASSETID,SHAREBLDG_NOTE,ASSET_GROUP1,ASSET_GROUP2,ASSET_TYPE,ASSET_SUBTYPE1,ASSET_SUBTYPE2,ASSET_SUBT1_DESC,CITYOWNED,CITYUSE_DESC,OCCUPANT,MAINTAINEDBY,OPA_ID,OPA_OWNER,BLDG_SQFT,BLDG_SQFTUSE,BLDG_FL,BLDG_YR,SITE_ACRES,SERVING_TYPE,PCPC_DIST,COUNCIL_DIST,BLDG_AGE,URL,SITE_CODE2
-75.242868974171458,39.917316487647717,1431,A,127,7200 Paschall Avenue,7200 PASCHALL AVE,7200 Paschall Avenue,16483E,,,Parks and Recreation All,Park Land and Open Space,Land,Breezeway\Island\Managed Area,,Breezeway\Island\Managed Open Space,Y,Owned,Public use,PPR,403327205,CITY OF PHILA,,,,,0.387026,C,Lower Southwest,2,,,
-75.204802652206084,40.029436092045302,1432,A,730,Arrow Athletic Field,640 W WALNUT LN,Wissahickon Valley Park,17632E,,,Parks and Recreation All,Recreational Resources,Land,Athletic Field\Soccer Field,,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,784471200,CITY OF PHILA,,,,,2.135133,C,Lower Northwest,4,,,
-75.149454638465102,40.039820936482919,1433,A,731,Kemble Park,5650 N 16TH ST,Kemble Park,17427E,,,Parks and Recreation All,Park Land and Open Space,Land,Neighborhood Park,,Neighborhood Park,Y,Owned,Public use,PPR,785673800,CITY OF PHILADELPHIA,,,,,8.018316,C,Upper North,8,,,
-75.188039681841872,40.057531584547917,1434,A,741,Mount Airy Playground Building,7001 GERMANTOWN AVE,Mt Airy Playground,16445E,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,784166350,CITY OF PHILA,2540,,1,,,C,Upper Northwest,8,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=799,
-75.180113135084284,39.903430878367217,1435,A,747,FDR Gazebo,3500 S BROAD ST,FDR Park & Golf Course,,,,Parks and Recreation All,,Structure,Pavilion\Shelter,,Pavilion\Shelter,Y,Owned,Public use,PPR,782027800,CITY OF PHILA,,,,,,C,Lower South,2,,,
-75.182006134275682,39.898901341224644,1436,A,748,FDR Ashburn Dugouts,3500 S BROAD ST,FDR Park & Golf Course,,,,Parks and Recreation All,,Structure,Pavilion\Shelter,,Pavilion\Shelter,Y,Owned,Public use,PPR,782027800,CITY OF PHILA,,,,,,C,Lower South,2,,,
-75.1776465289214,39.905322682983325,1437,A,950,Parks And Recreation Districts 7 & 8 Operations Office,3500 S BROAD ST,FDR Park & Golf Course,17236E,,,Parks and Recreation All,,Building,Multi-Use\Office Building,,Multi-Use\Office Building,Y,Owned,Public use,PPR,782027800,CITY OF PHILA,,,1,,,M,Lower South,2,,,
-75.181012052313449,39.905971398309468,1438,A,951,American-Swedish Historical Museum,3500 S BROAD ST,FDR Park & Golf Course,17705E,,,Museums and Zoo,,Building,Museum,,Museum,Y,Lessor,American-Swedish Historical Museum,PPR,782027800,CITY OF PHILA,,,1,,,C,Lower South,2,,,
-75.246539972726822,39.917264044832905,1439,A,952,Blue Bell Tavern,7303 WOODLAND AVE,Cobbs Creek Park & Rec Center,17006E,,,Parks and Recreation All,,Building,Historic House\Site,,Historic House\Site,Y,Owned,PPR,PPR,,,,,,,,C,Lower Southwest,2,,,
-75.153934437586244,39.915744670442947,1440,A,953,Murphy Recreation Center Building,300 SHUNK ST,Murphy Recreation Center,16449E,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,781394500,CITY OF PHILA,18115,,2,,,C,South,1,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=801,
-75.170636208062788,39.916430524103106,1441,A,954,Marconi Plaza Bocce Courts Bldg,2701 S BROAD ST,Marconi Plaza,17211E,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,781023200,CITY OF PHILA,,,,1955,,C,South,2,61,,
-75.230424582969931,39.923243690626691,1442,A,955,Connell Park,6401 ELMWOOD AVE,Connell Park,16188E,,,Parks and Recreation All,Park Land and Open Space,Land,Neighborhood Park,,Neighborhood Park,Y,Owned,Public use,PPR,783130500,CITY OF PHILA,,,,,5.320842,C,Lower Southwest,2,,,
-75.172767141178824,39.922922855670315,1443,A,957,Guerin Recreation Center Building 1,2201 S 16TH ST,Guerin Recreation Center,16305E,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,782674300,CITY OF PHILA,19965,,1,,,C,South,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=754,
-75.157298887625956,39.923046448354953,1444,A,958,Ford Recreation Center,609-29 SNYDER AVE,Ford Recreation Center,16267E,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,781395800,CITY OF PHILA,,,,,0.783164,C,South,1,,,
-75.145745769128851,40.020488079625274,1445,A,1369,Wingohocking Playground,4101 OLD YORK RD,Wingohocking Park,,,,Parks and Recreation All,Park Land and Open Space,Land,Neighborhood Park,,Neighborhood Park,Y,Owned,Public use,PPR,785372000,CITY OF PHILA,,,,,8.046025,C,North,8,,,
-75.02087873140087,40.038523087689569,1446,A,1370,Torresdale & Enfield Fields,ENFIELD AVE AND TORRESDALE AVE,Tacony Creek Park,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,,,,,,,5.647399,C,North Delaware,6,,,
-75.067124747822234,40.080602094093742,1447,A,1371,Verree & Susquehanna Playground,SUSQUEHANNA RD AND VERREE RD,Verree & Susquehanna Playground,17635E,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,,,,,,,,C,Central Northeast,10,,,
-75.238426793772888,39.940763060318311,1448,A,1372,Whitby Avenue Playground,COBBS CREEK PKWY AND WHITBY AVE,Whitby Ave Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,,,,,,,,C,University Southwest,3,,,
-75.181321045348227,39.899026982074076,1449,A,1373,FDR Rest Rooms,3500 S BROAD ST,FDR Park & Golf Course,,,,Parks and Recreation All,,Building,Restrooms,,Restrooms,Y,Owned,Public use,PPR,782027800,CITY OF PHILA,,,1,,,C,Lower South,2,,,
-75.250792018711209,39.905193007175498,1450,A,1374,Eastwick Regional Park Pavillion,2500 S 77TH ST,Eastwick Regional Park,,,,Parks and Recreation All,,Structure,Pavilion\Shelter,,Pavilion\Shelter,Y,Owned,Public use,PPR,783803700,CITY OF PHILA,1974,,,,,C,Lower Southwest,2,,,
-75.18416008157881,39.905349863034971,1451,A,1375,Bellaire Manor Bakehouse,1954 PATTISON AVE,FDR Park & Golf Course,,,,Parks and Recreation All,,Building,Historic House\Site,,Historic House\Site,Y,Owned,Public use,PPR,782418800,CITY OF PHILA,,,,,,C,Lower South,2,,,
-75.248440062388354,39.908209558605293,1452,A,1376,Cibotti Recreation Center Building,2500 S 77TH ST,Cibotti Recreation Center,,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,783803700,CITY OF PHILA,1500,,1,,,C,Lower Southwest,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=723,
-75.150118451952125,39.95547196179831,1453,A,1426,Franklin Square Storage Facility,200 N 6TH ST,Franklin Square,,,,Parks and Recreation All,,Building,Warehouse,,Warehouse,Y,Owned,Public use,PPR,781491200,CITY OF PHILA,,,1,,,C,Central,1,,,
-75.210382297175343,39.961557007010789,1454,A,1428,Lee Cultural Center Building 2,4310 HAVERFORD AVE,Lee Cultural Center,,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,783206901,CITY OF PHILA,6945,,,,,C,University Southwest,3,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=778,
-75.211010250172265,39.96172585509759,1455,A,1429,Lee Cultural Center Building 3,4310 HAVERFORD AVE,Lee Cultural Center,,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,783206901,CITY OF PHILA,7289,,,,,C,University Southwest,3,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=778,
-75.179158219869848,39.96264352553569,1456,A,1430,River Field Clubhouse,302 N 24TH ST,River Field,,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,782801500,CITY OF PHILA,,,,,,C,Central,5,,,
-75.265303970557198,39.966811279564496,1457,A,1431,Cobbs Creek Golf Course Shed 1,7902 LANSDOWNE AVE,Cobbs Creek Golf Course & Driving Range,,,,Parks and Recreation All,,Structure,Shed,,Shed,Y,Owned,Public use,PPR,,,,,,,,C,West Park,4,,,
-75.145079987565069,39.973021449752878,1458,A,2157,Cruz Recreation Center Basketball Court,1400-52 N 5TH ST,Cruz Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,781479700,CITY OF PHILA,,,,,,C,Lower North,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=729,
-75.00796548480885,40.122038479037123,1459,A,2158,"Boyle, Daniel Recreation Center Fields",13024 STEVENS RD,Daniel Boyle Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,786512900,CITY OF PHILA,,,,,,C,Upper Far Northeast,10,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=714,
-75.092409398182411,40.012507928395493,1460,A,2166,Deni Playground Fields,1381 RUAN ST,Deni Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,786466500,CITY OF PHILA,,,,,,C,Lower Northeast,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=813,
-75.091689067737889,40.011742677881998,1461,A,2167,Deni Playground Play Equipment,1385 RUAN ST,Deni Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,234027901,CITY OF PHILA,,,,,,C,Lower Northeast,7,,,
-75.220429371287835,39.931570933999538,1462,A,2168,Deritis Playground Play Equipment,5655 GRAYS AVE,Deritis Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,783182000,CITY OF PHILA,,,,,,C,University Southwest,2,,,
-75.22064594603134,39.931659147085938,1463,A,2169,Deritis Playground Basketball Court 1,5655 GRAYS AVE,Deritis Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,783182000,CITY OF PHILA,,,,,,C,University Southwest,2,,,
-75.220184303329091,39.931749088027246,1464,A,2170,Deritis Playground Basketball Court 2,5655 GRAYS AVE,Deritis Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,783182000,CITY OF PHILA,,,,,,C,University Southwest,2,,,
-75.151415184982838,39.927605154942455,1465,A,2171,Dickinson Square Playground Play Equipment,1600 E MOYAMENSING AVE,Dickinson Square,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,781297700,CITY OF PHILA,,,,,,C,South,1,,,
-75.151476427656391,39.927461121622763,1466,A,2172,Dickinson Square Playground Basketball Court,1600 E MOYAMENSING AVE,Dickinson Square,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,781297700,CITY OF PHILA,,,,,,C,South,1,,,
-75.169978454009723,39.929300829999953,1467,I,2173,DiSilvestro Playground Basketball Court,1700 S BROAD ST,DiSilvestro Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,782026800,1700 BROAD STREET INC,,,,,1.593182,C,South,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=730,
-75.192864026999544,39.937610563856516,1468,A,2181,"Finnegan, Donald Playground Play Equipment",1231 S 30TH ST,Donald Finnegan Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,782839600,CITY OF PHILA,,,,,,C,South,2,,,
-75.192632314096144,39.937595861991717,1469,A,2182,"Finnegan, Donald Playground Basketball Court",2909 WHARTON ST,Donald Finnegan Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,362079255,CITY OF PHILA,,,,,,C,South,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=738,
-75.048716524993949,40.021494827957461,1470,A,2183,Dorsey Playground Basketball Court 1,6501 HEGERMAN ST,Dorsey Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,786185600,CITY OF PHILA,,,,,,C,North Delaware,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=732,
-75.048721010061783,40.021304211002644,1471,A,2184,Dorsey Playground Play Equipment,6501 HEGERMAN ST,Dorsey Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,786185600,CITY OF PHILA,,,,,,C,North Delaware,6,,,
-75.048482596809507,40.021451179654051,1472,A,2185,Dorsey Playground Basketball Court 2,6501 HEGERMAN ST,Dorsey Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,786185600,CITY OF PHILA,,,,,,C,North Delaware,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=732,
-75.047859878731813,40.021748835976389,1473,A,2186,Dorsey Playground Athletic Field,6501 HEGERMAN ST,Dorsey Playground,,,,Parks and Recreation All,Recreational Resources,Land,Athletic Field\Soccer Field,,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,786185600,CITY OF PHILA,,,,,,C,North Delaware,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=732,
-75.1762383347032,40.08184636590466,1474,A,2187,"Emanuel, Dorthy Recreation Center Athletic Field",8500 PICKERING AVE,Dorthy Emanuel Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Athletic Field\Soccer Field,,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,784362600,SCHOOL DISTRICT OF PHILA,,,,,,C,Upper North,9,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=735,
-75.237372696991486,39.906182364569837,1475,A,2196,Eastwick Park Fields,7401 LINDBERGH BLVD,Eastwick Park,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,783272800,CITY OF PHILA,,,,,,C,Lower Southwest,2,,,
-75.237188289165218,39.90583265838923,1476,A,2197,Eastwick Park Playground Equipment,7401 LINDBERGH BLVD,Eastwick Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,783272800,CITY OF PHILA,,,,,,C,Lower Southwest,2,,,
-75.251114171718172,39.904971773704297,1477,A,2199,Eastwick Regional Park Basketball Court,2500 S 77TH ST,Eastwick Regional Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,783803700,CITY OF PHILA,,,,,,C,Lower Southwest,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=734,
-75.250248679666754,39.905149574483232,1478,A,2200,Eastwick Regional Park Play Equipment,2500 S 77TH ST,Eastwick Regional Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,783803700,CITY OF PHILA,,,,,,C,Lower Southwest,2,,,
-75.250571975816726,39.904775202456399,1479,A,2201,Eastwick Regional Park Tennis Court,2500 S 77TH ST,Eastwick Regional Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Tennis Court,,Tennis Court,Y,Owned,Public use,PPR,783803700,CITY OF PHILA,,,,,,C,Lower Southwest,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=734,
-75.175450979941033,39.98734267491659,1480,A,2202,"Gathers, Hank YAC Playground Equipment",2501-59 DIAMOND ST,Hank Gathers YAC,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,784108500,CITY OF PHILA,,,,,,C,Lower North,5,,,
-75.17512144513816,39.987533149298137,1481,A,2203,"Gathers, Hank YAC Basketball Court",2501-59 DIAMOND ST,Hank Gathers YAC,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,784108500,CITY OF PHILA,,,,,,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=750,
-75.174700741784918,39.987430736709157,1482,A,2204,"Gathers, Hank YAC Pool",2501-59 DIAMOND ST,Hank Gathers YAC,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,784108500,CITY OF PHILA,,,,,,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=750,
-75.166848193725414,39.968380738657281,1483,A,2259,Francisville Playground Basketball Court,1737-39 FRANCIS ST,Francisville Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,782184100,CITY OF PHILA,,,,,,C,Central,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=746,
-75.166805615233685,39.968889347441291,1484,A,2261,Francisville Playground Play Equipment,1737-39 FRANCIS ST,Francisville Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,782184100,CITY OF PHILA,,,,,,C,Central,5,,,
-75.101499933729187,39.98652536439819,1485,A,2262,"Glavin, Frank Playground Basketball Court",3267-81 ALMOND ST,Frank Glavin Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,786011800,CITY OF PHILA,,,,,,C,River Wards,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=751,
-75.101315164085321,39.986622181187556,1486,A,2263,"Glavin, Frank Playground Play Equipment",3267-81 ALMOND ST,Frank Glavin Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,786011800,CITY OF PHILA,,,,,,C,River Wards,6,,,
-75.151046638025122,39.955749660759594,1487,A,2961,Franklin Square Playground Equipment,200 N 6TH ST,Franklin Square,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,781491200,CITY OF PHILA,,,,,,C,Central,1,,,
-75.076364660094995,40.013533392752628,1488,A,2264,Gambrell Recreation Center Athletic Field,1900 WAKELING ST,Gambrell Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Athletic Field\Soccer Field,,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,786550100,CITY OF PHILA,,,,,,C,Lower Northeast,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=749,
-75.075186704098869,40.088307971941006,1489,A,454,Fox Chase Farm Park,8800 PINE RD,Fox Chase Farm,17406E,,,Parks and Recreation All,Park Land and Open Space,Land,Neighborhood Park,,Neighborhood Park,Y,Owned,Public use,PPR,786435200,CITY OF PHILA,,,,,27.598715,C,Central Northeast,10,,,
-75.174159079800859,40.04008993295156,1490,A,2529,Morton Playground Athletic Field,88 E HAINES ST,Morton Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,784181200,CITY OF PHILA,,,,,,C,Upper Northwest,8,,,
-75.198158884047658,40.002874883870618,1491,I,2987,Future Police Mounted Unit / McCarthy Stables ,98 CHAMOUNIX DR,Chamounix Equestrian Center Building & Police Mtd Unit / McCarthy Stables & Fuel Site 138,11145E,1042,Chamounix Equestrian Center Building,Public Safety All,Police Dept,Building,Barn\Stables,Police Unit,Barn\Stables,Y,Owned,POLICE,,,,,,,,,M,West Park,4,,,
-75.149848431900779,39.967658382330278,1492,A,3011,Police Forensic Science Center Trailer,843-49 N 8TH ST,Police Forensic Science Center,,,,Public Safety All,Police Dept,Structure,Trailers,,Laboratory,Y,Owned,POLICE,DPP,,,,,,,,M,Central,5,,,
-75.157714345722368,39.988885834513049,1493,A,2900,Winchester Playground,2328 N 15TH ST,Winchester Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,161035901,CITY OF PHILA,,,,,0.631143,C,Lower North,5,,,
-75.132903437513832,39.988454139209189,1494,A,2901,Waterloo Playground,2502-12 N HOWARD ST,Waterloo Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,786206400,CITY OF PHILA WATERLOO PK,,,,,0.833734,C,Lower North,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=804,
-75.21315708832573,40.021630613310215,1495,A,2902,Wissahickon Neighbors Playground,3901 TERRACE ST,Wissahickon Neighbors Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,784452000,CITY OF PHILA,,,,,0.405094,C,Lower Northwest,4,,,
-75.139387998316707,39.981122529084566,1496,A,2903,3rd & Norris Playground,263-73 W NORRIS ST,3rd & Norris Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,781314200,CITY OF PHILA,,,,,0.232809,C,Lower North,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=842,
-75.179832608904292,39.947607102061923,1497,A,2904,Fitler Square,2301-23 PINE ST,Filter Square,,,,Parks and Recreation All,Park Land and Open Space,Land,Square\Plaza,,Square\Plaza,Y,Owned,Public use,PPR,782431100,CITY OF PHILA,,,,,0.720027,C,Central,2,,,
-75.134650594398849,39.982824462132669,1498,A,2905,Norris Square Park,2100-60 N HOWARD ST,Norris Square,,,,Parks and Recreation All,Park Land and Open Space,Land,Square\Plaza,,Square\Plaza,Y,Owned,Public use,PPR,786195800,CITY OF PHILA,,,,,6.400641,C,Lower North,7,,,
-75.031951097644779,40.090880433248174,1499,A,434,Police 7th District,9845 BUSTLETON AVE,Police 7th District & Fire Engine 62 / Ladder 34 & Fuel Site 034 & Fuel Site 276,11007E,435,Fire Engine 62/Ladder 34,Public Safety All,Police Dept,Building,Police Station,,Police Station,Y,Owned,POLICE,DPP,786055900,CITY OF PHILA,14438,100,2,1965,0.860000,C,Upper Far Northeast,10,51,,
-75.032277479085593,40.091134755625802,1500,A,435,Fire Engine 62/Ladder 34,9845 BUSTLETON AVE,Police 7th District & Fire Engine 62 / Ladder 34 & Fuel Site 034 & Fuel Site 276,13062E,434,Police 7th District,Public Safety All,Fire Dept,Building,Fire Station,,Fire Station,Y,Owned,FIRE,DPP,786055900,CITY OF PHILA,5400,100,2,1965,0.858425,C,Upper Far Northeast,10,51,,
-75.226403367970988,39.982529404405661,1501,A,2958,Parkside-Evans Recreation Center Playground Equipment,5301 PARKSIDE AVE,Parkside-Evans Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,,,,,,,,C,West Park,4,,,
-75.128185486057077,39.966645376865372,1502,A,2959,Penn Treaty Playground Equipment,1301 BEACH ST,Penn Treaty Park,16001E,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,781007200,CITY OF PHILA,,,,,,C,River Wards,1,,,
-75.202056361923553,40.017190238225304,1503,A,2876,Wissahickon Hall Shed,3600 LINCOLN DR,Wissahickon Valley Park,,,,Parks and Recreation All,,Structure,Shed,,Shed,Y,Owned,Public use,PPR,,,,,,,,C,Lower Northwest,4,,,
-74.988494467180189,40.085492431510282,1504,A,2877,Alberta Morris Pool,11000 ACADEMY RD,Walton Run,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,,,,,,1970,,C,Lower Far Northeast,10,46,,
-75.18127597691516,39.900678025271048,1505,A,2962,FDR Ashburn Ballfield 1,3500 S BROAD ST,FDR Park & Golf Course,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,782027800,CITY OF PHILA,,,,,,C,Lower South,2,,,
-75.183240906770195,39.966256794229693,1506,A,2880,Water Works,640 WATER WORKS DR,Water Works,17225E,,,Parks and Recreation All,,Land,Watershed\Conservation Park,,Watershed\Conservation Park,Y,Owned,Public use,PPR,,,,,,,,C,Central,5,,,
-75.104416897770548,40.003639313776539,1507,A,791,Older Adult Center - Juniata Park,1231 E SEDGLEY AVE,Juniata Park Older Adult Center,16465E,,,Parks and Recreation All,Recreational Resources,Building,Older Adult Center,,Older Adult Center,Y,Owned,PPR,PPR,786487500,CITY OF PHILA,13000,,1,,2.516149,C,North,7,,,
-75.184494265931434,39.979599127231495,1508,A,797,30th & Jefferson Playground,3001-15 JEFFERSON ST,30th & Jefferson Playground,16041E,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,782273200,CITY OF PHILA,,,,,1.206443,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=707,
-75.118169698218892,39.976582990372656,1509,A,799,Webb St Play Lot,2538 WEBB ST,Webb Street Play Lot,16542E,,,Parks and Recreation All,Park Land and Open Space,Land,Neighborhood Park,,Neighborhood Park,Y,Owned,Public use,PPR,312150201,CITY OF PHILA,,,,,0.067828,C,River Wards,1,,,
-75.168394409693747,40.045298720240879,1510,A,800,Waterview Recreation Center Building,5826 MC MAHON AVE,Waterview Recreation Center,16616E,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,784246500,CITY OF PHILA,18039,,1,,,C,Upper Northwest,8,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=849,
-75.221638865837193,40.036515308822423,1511,A,803,Gorgas Park,6300 RIDGE AVE,Gorgas Park,16295E,,,Parks and Recreation All,Park Land and Open Space,Land,Neighborhood Park,,Neighborhood Park,Y,Owned,Public use,PPR,784378150,CITY OF PHILA,,,,,21.073940,C,Lower Northwest,4,,,
-75.126758875871573,39.971786389339343,1512,A,596,Police 26th District,611-17 E GIRARD AVE,Police 26th District & Fuel Site 013,11026E,,,Public Safety All,Police Dept,Building,Police Station,,Police Station,Y,Owned,POLICE,DPP,781142000,CITY OF PHILA,10400,100,1,1950,0.130000,C,River Wards,5,66,,
